0 1
0.02 0.98116345
0.04 0.96451372
0.06 0.94985372
0.08 0.93700263
0.1 0.92579465
0.12 0.91607777
0.14 0.90771267
0.16 0.9005717
0.18 0.89453797
0.2 0.88950447
0.22 0.88537325
0.24 0.88205475
0.26 0.87946707
0.28 0.87753537
0.3 0.87619129
0.32 0.87537244
0.34 0.8750219
0.36 0.87508776
0.38 0.87552274
0.4 0.87628378
0.42 0.87733173
0.44 0.87863098
0.46 0.8801492
0.48 0.88185704
0.5 0.88372793
0.52 0.88573777
0.54 0.8878648
0.56 0.89008936
0.58 0.89239371
0.6 0.89476188
0.62 0.89717951
0.64 0.89963372
0.66 0.90211299
0.68 0.90460699
0.7 0.90710655
0.72 0.90960351
0.74 0.91209062
0.76 0.9145615
0.78 0.91701055
0.8 0.91943285
0.82 0.92182411
0.84 0.92418064
0.86 0.92649927
0.88 0.92877729
0.9 0.93101242
0.92 0.93320278
0.94 0.93534682
0.96 0.93744332
0.98 0.93949134
1 0.94149018
1.02 0.94343938
1.04 0.94533867
1.06 0.94718798
1.08 0.94898738
1.1 0.95073709
1.12 0.95243746
1.14 0.95408893
1.16 0.95569206
1.18 0.95724748
1.2 0.9587559
1.22 0.96021808
1.24 0.96163485
1.26 0.96300707
1.28 0.96433564
1.3 0.96562149
1.32 0.96686558
1.34 0.96806888
1.36 0.96923236
1.38 0.97035704
1.4 0.9714439
1.42 0.97249395
1.44 0.97350817
1.46 0.97448758
1.48 0.97543314
1.5 0.97634584
1.52 0.97722664
1.54 0.9780765
1.56 0.97889634
1.58 0.9796871
1.6 0.98044968
1.62 0.98118496
1.64 0.98189381
1.66 0.9825771
1.68 0.98323564
1.7 0.98387025
1.72 0.98448173
1.74 0.98507084
1.76 0.98563835
1.78 0.98618497
1.8 0.98671143
1.82 0.98721842
1.84 0.98770661
1.86 0.98817666
1.88 0.9886292
1.9 0.98906484
1.92 0.98948419
1.94 0.98988782
1.96 0.99027629
1.98 0.99065014
